Time, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
30.5,261142.4,368080.6,108404.3,262267,218469.9,191260.1,205874.1,27506.27,342166.1,160427.9,233603.2,170173.4,328655.2,318393,194521.4,302363.7,430099.3,259530.1,293662.4,235398.1,366018.1,221662.6,381336.2,65956.74,436089.6,138289.5,369634.3,196053.2,294290.1,338089.1,-21788.24,126277.4,130308.4,248936.1,256367.4,291041.3,35280.43,133458.9,192891.2,2466.862,189121,132376.6,92934.58,252838.5,354616.6,213883.5,291095.3,342064.9,331040.5,277495.8,245089.4
30.55,243923.7,362672.2,142483,231749.7,276058.1,167075.8,239697.5,21266.14,331672.6,156695.5,234039.1,148031.5,286788.8,293346.4,197354.3,281773.9,441365,272919.7,315848.8,234084.4,353401.4,180992.3,383442.4,72392.4,438675.2,133090.8,377774.3,213739,288545.9,333462.7,-30589.37,118348.2,143460.6,271321.7,254453.1,293697,22852.96,149586.2,205824.3,-21034.06,178189.2,141097.5,69683.89,251769.6,359229.3,168503.1,287157.9,352496.5,320540.1,303800.8,257064.2
30.6,256780.4,341890,128630,221345.9,258984.8,168616.2,216268.8,14600.93,315281.6,152566.3,227333.2,176520.9,292866.1,263485.4,176734.8,254268.1,451454.8,297072.5,312784.8,216731.7,337998.4,180147.1,376342.6,57596.61,401687.8,126088,362686.9,194892.1,284366.6,321577.9,-25523.07,149351.6,108778.8,267596.2,239227.1,297319.6,-17703.47,128285.8,194289.1,-40857.77,168874.1,131571,75294.02,263513.7,332287.7,137938.5,283490.2,369577,311495.6,268700.7,253009.3
30.65,244424,383203.1,136800.6,209039.3,261070.7,155658.5,194203.6,25734.85,319937.9,137184.4,238127.7,149538.2,285740.7,285691.1,155707.4,269637.7,444389.6,293943.8,308257.7,185844.8,340304.3,216761.9,359155,63643.63,415330.4,135582,367674.4,218348.9,263902.6,319279.7,-22084.21,104887.9,115810.7,265794.6,254025.5,328173.2,-2579.694,148162.9,166043.1,-19769.72,164162.3,131243.5,69578.27,263504.4,343202.5,150346.5,295834.3,395040.7,308602.5,297887.5,267773.4
30.7,265615.5,393516.4,126709,248182.4,269081.4,163880.3,229720.6,-277.3908,343277.2,144451.9,248150.1,173241.3,279209.3,297565.3,161261.8,277393.6,433231.3,298442.3,316460.2,225406.3,371361.2,230898,350018.5,53094.42,408797.5,121199.7,350249.3,206208,262019.4,336850,-23531.05,110909.7,94038.64,297915.2,270436.7,347016.9,3219.999,148658.9,176868.3,-24006.8,167903.7,166827.6,76928.85,231353,352283.4,168844.8,313339.2,411314.2,295004.5,301946.8,269610.6
30.75,230215.4,399841.3,122396.2,273558.4,252541.7,159799.1,238349.6,-1516.646,358442.6,148209.8,263554,179352.5,269372.4,294516.2,148577.9,271078.4,438436.3,336555.8,286194.5,241442.8,371294.3,208430,368108.1,57034.64,396853.3,87295.72,367449.7,221665.7,252853.7,357921.1,-23459.79,107890.3,112021.2,289035.4,246609.5,357453.3,5784.005,149105.7,183139.7,-14976.4,169635,156207.2,72949.37,232415.3,356703.9,170431.9,308358.7,412982.1,297612.5,295094,270401.3
30.8,257645.7,369000.7,135652,258423.2,259113,185322.8,233220.7,-12412.54,351371.9,149979.3,255596.8,190432.8,290215.3,279393.9,146416.9,280635.8,422639.4,356346.4,267841.5,259043.6,371196,200047.7,379828.3,44174.37,398339.8,95563.96,358805.8,237773.9,270119.6,362559.2,-16735.5,84058.7,131509.9,284834.5,243294.7,370501.8,-19309.74,166762.2,180678,-45978.26,154230.7,144374.8,53409.2,249220.6,371088.6,170165.5,299569,426085.3,274959.7,293436.2,282250.2
30.85,237902.8,377445.4,126364,286223.4,262260.3,170098.6,198908.6,-2109.5,356451.2,146568.9,246002.8,168793,274895.7,286262.4,128081.5,234856.6,372220.8,328069.8,273856.9,247333.6,310899.7,198416.1,336540.2,46353.84,381148.5,97377.3,346023.6,203807.4,256415.5,341121.9,-2437.184,50129.42,134201,252609.5,254685.3,352658.1,-7718.214,151046.3,165948,-53702.34,159051.8,130230.1,67539.77,228447.9,354836.4,159855.4,269248.2,381501.5,296644.8,313216.4,270289.1
30.9,227077.1,354069.6,134943.7,256926.5,262182.7,162260.5,228263.5,-2533.253,348400.5,189245.6,249058.9,159869.5,260571,232747.6,123782.1,244143,381611.3,331558.3,269391.6,251951.2,347095.6,170432.1,295564.6,51346.48,384786.9,85269.36,329765.5,202222.2,227852.1,326250.9,1906.027,80043.89,122162.8,230905.2,252239.5,336528.4,12256.08,107749.5,172047.1,-47182.47,128796.1,157650,84051.98,209498.2,369063.7,173163.3,282648.5,403415.7,258573.4,294825.7,252146.2
30.95,229839,342493.6,152886.4,248572,270099.5,171030.8,219459.1,7119.857,319055.2,157495.8,266074.7,153204.4,275402.3,259444.6,132491,269743.2,368921.7,331598.9,270740.6,243660.5,328274.4,206370.5,307247.2,53474.42,402102.6,77951.66,332697.3,222023.2,220728.8,335522,38843.36,91039.28,109844.8,232900.4,249973.2,299129.5,15892.31,133210.6,159765.8,-47001.53,164290.4,140368,75922.08,211939.3,374639.2,176782,301018.1,381163.5,259373.3,272602.3,240128.2
31,235665,334321.8,103426.3,277721,273404.6,156890,226135.1,37358.54,321063.4,177541.7,291744.1,205960.5,304500.4,247158,144345.8,276841,424222.3,356922.4,265234.3,249483,347126.3,193532.4,330648.4,32536.84,415211.8,80030.48,337024.9,216852.7,249218.4,367147.2,-2273.838,86788.41,109082.7,294574.6,274427,374025.8,28548.68,136405.4,143237.3,-54629.48,156612.5,144619,58567.34,230392,412036.4,189839.1,301983.8,379424.2,279905.6,312135.6,227878.4
31.05,193097.5,308834.3,156114.7,241061.7,254758.3,135579.2,234667.5,17509.23,313350.9,165321.7,300927.7,179765.1,272015.4,233574.3,139490.1,261884,415903.4,318239.2,252682.5,216508.7,332720.4,173867.2,346001.8,60439.43,399391.1,88585.17,320517.9,230807.9,231933.6,376903.1,6812.292,59937.63,90174.9,290308,216887.6,322835.5,-2433.322,151994.1,135773,-67819.43,150080.3,94668.66,61537.67,210910.5,404514.3,149934.6,293218.2,346499.9,282047.3,280276.9,248633.6
31.1,218949.5,309590.3,147553.2,231405.6,265511.9,135244.1,241037.2,28267.42,305721.9,151006.2,292154.8,184798.5,261896.9,240105.1,156864.2,253656.3,436929.9,319797.8,275803.6,214694.5,358859.9,175510.2,321553.5,49726.57,411596,89879.65,337899.9,216782,223003.2,354016.3,42663.66,78619.11,98690.35,280486.4,225911.8,333059.4,4239.654,128980,125522.7,-55710.64,166924.5,101782.6,80298.27,194552.5,416612.3,162507.7,276454,341075.7,269971.2,272367.7,227959.4
31.15,210360,292718.7,153450.9,242009.6,255336,111235,257403.1,29370.1,315545.6,175920.8,282462.8,172809.8,247189.3,205504.2,142367.5,241234.8,432529.3,321360.8,293846.3,228243.7,352323.8,183823.5,328565.3,49563.3,383446.8,94774.37,336135,230426.6,230537.6,370545.5,41176.04,75474.96,98726.98,292028.5,218530.8,322051.3,10389.88,137127.8,132869.4,-53229.59,174789.4,92664.64,72961.7,204142.4,424789,149013.2,274770.6,325061.7,284068.3,254384.1,224564.8
31.2,160734.6,262252.6,149559.8,234019.3,220046.4,106913.5,225425.6,20534.04,288118.9,153476.4,247681.2,161409.3,223274.3,174430.8,98287.27,204785.1,391804,296999.3,273171.2,213548.7,335165.8,157698.5,287056.7,52734.95,360318.4,87602.8,307368.8,194986,219016.3,327362.8,26751.94,52750.93,73810.63,271801.6,208622.5,291671.7,-6759.62,99221.14,109412.4,-60387.03,161621.7,73891.39,74080.03,193423.2,419076.7,124464.4,238273.9,311117.7,259685.6,238820.5,209599.7
31.25,154188.3,266545.9,147880.5,234137.7,205419.3,107265.9,239664.9,29844.16,295736.5,125533.2,268289.3,146806.8,234748.1,185097.7,106336.5,244278.5,372426.6,303808.2,274564.4,238764.1,311779.3,181352.9,279879.3,28158.9,338666.9,76793.8,280296.6,192331,181111.8,333897.8,-1094.214,60951.6,101436.2,298697.6,210529.6,271352.8,-1146.844,86438.08,126038.2,-43394.83,137711.4,94695.95,50565.71,161471.9,404235.3,130914.1,258016,318528.5,248968.3,227842.6,210257.9
31.3,139752.3,263149.6,131438.5,266654.6,199547.9,95601.2,235227.2,58691.27,309774.6,156452.8,281000.8,156343,223642.4,168818.7,107753.7,235471.9,324988.4,307493.5,247352.2,255244.2,316968,175339.5,248413.2,29882.44,314105.3,78622.68,284616.4,208324.7,160158.7,349897.3,6268.223,58905.81,87338.79,269462.8,198365.4,297946.2,-4441.366,96096.13,116789.2,-42623.39,127960.7,84902.62,74464.65,180144.3,379300.3,113132.7,260597,314037.6,226338.7,229353.2,213982.1
31.35,97816.2,233786.6,99720.07,272596.6,206846.4,66389.66,228426.4,82956.41,282522.4,169958.5,288256.1,148735.4,240813.8,173584.6,143597.9,216047.5,311894.5,297817.3,270311.7,243971.4,301171.4,187519,227054.5,50333.83,292904,58126.88,261503.1,195874.3,132416.7,357615.3,-10715.64,47821.29,95969.01,252432.4,164879.3,290493.2,-24455.91,86422.17,109173.2,-40790.02,136136.3,60090.39,60247.74,156925.7,358345.6,123217.5,247251,292772.7,192013.9,192687.9,187622.6
31.4,111701.3,246378.1,154213.4,266957.2,175289.3,97456.38,252596.7,60335.79,280150,139006,270159.4,127400.8,242939.4,174285.4,108083.2,205323.9,277252.7,286834.6,215435.9,232454.5,289803.7,196107.6,251296.6,49740.88,316630.8,39766.05,235797.3,199956.6,132632.8,330495.8,-3900.34,53510.49,93824.46,247385,145371,257032.3,-21404.29,92012.42,92683.55,-56402.76,107010.7,65910.82,63269.86,137978.3,374996.3,123942.9,238526.1,289824.1,210706.8,216186.8,199587.3
31.45,139916.3,221588,137795.3,261049.6,183703.7,103075.5,234654.9,62552.63,247256.7,137257.9,278467.8,146132,247222.2,176176.3,107801.5,195223,267856.9,251779.8,214228,216844.7,267916.8,161372.7,242238.3,46445.57,301335.5,85431.59,214908.2,192908,116866.1,274066.2,26062.8,43998.16,88975.71,217527.3,128446.7,249350.8,-25326.93,116258.6,107154.6,-1844.39,121925.8,69897.19,58247.98,145652.7,348819.9,127591.4,249774,264205.4,195153.2,196805.6,196833.2
31.5,185751.8,254901.2,136680.8,235663.3,180427.4,102979.9,221728,69594.88,269558.7,145650.8,254339.2,185384.1,250959.7,193839.1,107127.2,198463.2,274382.5,248373.6,209248,209865,281611.8,191089,257664.7,40228.73,297336.6,64924.04,246434.2,193470.1,136419.8,280092,36501.34,28792.54,84784.77,232507.6,154801.8,244707.6,-20022.72,83054.18,120431.3,20970.89,129646.7,64412.43,71945.32,154194.3,362920.3,123868.5,261306.7,267776.2,213837.8,222538,199125
31.55,173812,268929.4,150138.2,246290.7,211256.9,112893.1,205330.2,56896.26,290666,137134.5,259792,178387.9,248987.4,202675,100863.1,227197.1,283366.3,271515.2,219833.5,230488,301411.7,185109.6,264427.6,53160.46,334919,56717.73,265694.4,212922.4,148714.8,308749,18005.21,25752.84,105961.7,238434.2,165974.1,255239.5,6938.46,96031.27,130708.9,-10677.69,169004.8,79247.88,97124.43,146016.8,360675.3,148973.4,282561.5,272962.9,223683.1,217748.7,241232.2
31.6,168046.6,222991.8,145977,225385.5,190080.3,84163.67,179266.5,107253.7,276853.7,124603.4,256317.4,175771.7,242113.4,198526.3,130244.1,169722.3,268945.3,225144.1,229480.3,216594.2,273662.7,187613.9,250347.9,60989.26,287826.5,92410.72,218090.5,193024.6,117002.9,280241.7,48679.26,47175.73,99182.27,188494.7,129655.9,221122.2,1686.602,108364.8,141403.7,-17838.92,121134.3,45947.67,78731.89,141041,351275.9,140013.7,221390.2,263071.7,220845,213853.2,186688.3
31.65,153638.8,230056.4,145901.3,204224.3,148883.8,79605.58,197289.1,70022.87,256736,106705.1,239067.5,179113.3,211359.6,169281.1,129906.4,159018.2,266718.8,227439.6,192291.8,202299.6,258762.3,166241,240019.8,53197.63,261407.9,90886.08,190049.7,178453.7,127428.3,257531.5,7927.546,38153.98,68163.75,203979.8,136399.9,192282.9,-3860.272,96284.08,115038.3,-23753.08,131202.2,52045.54,75498.37,144422.1,338907.7,105940,237544.8,222881.5,203866,213309.3,195639
31.7,153575.6,222463,129897.4,227829.7,162658.7,110373.6,222817.2,70639.97,267730.8,108475.8,242335.9,170639.5,228660.4,168435.4,172576.8,191256.9,259265.8,251487.9,187983.3,220286.6,235029.5,192001.3,239516.4,31955.72,263044.1,83867.24,214712.2,167863.1,128571.8,260417.5,23464.27,66747.84,91391.58,186617.8,143929.9,221269.4,11351.83,106067.3,122317.7,-12501.55,116235.4,53296.91,54748.98,133212.3,324368.1,141764.6,229128.5,240211,229708,213080.8,212375.7
31.75,173506,233594.6,118214.9,246500.8,199166.9,96675.7,237371.2,34355.5,278173.5,118058.9,304131.2,194357.3,301572.7,204180.4,184672.6,227086.1,274169.6,256975.8,230209.8,245720.6,277719.3,227744.1,258195.4,47216.64,286128.7,63051.89,216862,172703.9,130319.7,310516.5,55808.93,62219.11,102726.5,220482.3,156293.4,236406.1,25320.5,146786.7,107850.6,-13264.98,136381,54835.77,52931.64,146549.5,356742.3,180272.1,283553.2,270250.8,269955.8,225005.7,213677.9
31.8,198429.2,218632.6,117313,241867.6,206465.7,141564.2,224995,2571.109,314947.3,97832.82,286401.7,206509.4,257077.9,222637.4,172214.3,238659.8,302343.2,248283.3,227717.4,229850.2,287200.8,195787.2,262279.4,36649.36,314643.6,94864.39,251720.7,182247.9,148576.2,307915.1,8720.72,44702.84,77018.66,222455.2,178379,273369.1,61070.96,123158.5,119726.6,-22569.81,144141.6,57502.09,61637.2,122421.1,372021.8,194915.6,295427.1,261251.3,307924.2,234733.5,225383.3
31.85,186686.7,196799.6,100791,223456.1,185535.1,147002.6,221614.3,3629.057,261580.9,67805.2,264966.8,196648.1,260029.5,215471.6,161645.7,248949.1,318798.1,228974.7,189554.7,188839,262825,211893.6,258104.5,26535.55,301497.9,72231.7,246497.5,145189.1,150749.6,307898.8,5142.937,43501.4,93653.23,233466,148865,258009.7,57229.22,133029,116238.3,2271.155,119690.9,54283.15,46848.55,117198.9,347647.6,186514.9,279543.2,224869.8,286906.4,256821.5,211357.4
31.9,165246.3,182740.4,73660.65,232556.4,201397.4,153669.9,233431.3,-36824.33,292111.3,88776.91,279880.8,219789.3,262766.5,218249.8,171598.1,270041.8,294352,248183.5,193529.9,218253.4,262039.5,216203.3,236910.3,4237.415,265652.7,69229.89,196534.1,148198,142222.9,316073.2,-49559.71,30444.17,64511.38,247253.5,153832.3,270224.9,67723.23,145105.7,128848.9,-25996.53,122878.8,67564.05,27885.11,91666.7,359182.5,185755.4,292450,234973,291261.1,264752.8,220490.4
31.95,171542.8,194997.3,101473.8,240325.8,187375,154218.8,220266.6,-35555.13,292432.8,105851.8,287397.1,212484.9,219867.7,217670.3,179146.9,282245,304512.2,225720.9,190811.3,224475.9,270562.6,215963.5,256451.7,21068.64,284906.4,54294.56,224763.3,158812.9,166304.7,287278.4,-14602.32,14792.7,101242,215913.9,130850.3,268193.1,63585.94,128684.4,109793.5,-28822.61,98422.45,56509.67,44983.12,90037.13,338616.1,174100.3,305175.8,231922.6,307496.3,246058,196936.7
32,164544.6,177029.4,77261.09,225342.8,168592.8,133185.4,219626.3,-46410.98,276491,73547.23,289476.2,177299.3,218195.4,194955.1,142343.3,248793.3,267234.6,203918.8,172972.8,213801,253124.5,199302.4,225464.4,6898.565,299715.4,58445.37,224026.1,163468.7,153286.2,273629.6,-22689.87,-20690.35,95234.2,236519,123565.4,244782.9,63960.68,108279.4,90811.3,-8550.606,109160.4,60534.38,23617.54,63376.49,348875.1,168013.9,267007.7,214517.5,313227.2,255308.7,192605.6
32.05,169427.1,170286.7,68786.97,188835.9,171666.9,125614.3,156357.2,-19995.38,275382,62206.83,229721.4,153456.5,194849.6,187400.8,137646,224156,256650.4,200477.9,181515.5,195039.8,239663.7,184606.6,218991.1,24161.84,275674.1,71982.01,207008.4,137296.6,140132.4,220940,-24171.94,1058.38,73898.12,197037,99521.25,206463.4,47339.93,101725.3,84434.29,-8727.444,114539.7,64365.93,23561.35,69070.65,333816.6,143336.1,254087.9,169243.4,241545,223292,175510.2
32.1,171604.9,137560.4,73639.55,148878.8,189185.6,113309,145046.3,-35052.09,246455.3,47216.03,194332.2,133554.9,167244.8,158369.2,108360.6,172350.6,230673.5,191992.3,147568.8,158554.6,203641.6,177252.6,190910.5,17863.08,233520.1,80504.2,176290.6,140195.6,157641.6,196558.4,-32209.33,-25027.69,75015.72,175665.9,108297.5,159580.5,19011.34,59353.07,99533.11,-8308.151,89759.77,40384.46,36302.39,48550.38,342071,96944.86,221517.1,142755.6,258886.7,206706.8,152506.3
32.15,128894.5,124179.3,74472.79,123584.9,130918.6,93728.38,119321.6,-18114.44,243481.5,39994.77,161509.1,117769.6,119599.3,122202.3,77332.95,158901.6,204282.8,169573.2,135260.7,125068.6,184388.7,147699.7,149579.9,4491.252,206922.7,63212.5,163449.2,124228.7,110999,170256.3,-26972.08,-13192.16,58245.75,146838.3,120984.2,147551.7,32589.7,83944.05,74892.5,12955.88,88866.2,59616.49,50044.08,41836.31,281582.5,83657.55,163761.1,136771.5,217017,195638.6,137939.3
32.2,142607.5,119715.8,85621.58,126065.7,114582.8,77243.32,120175.7,-16618.45,202669.6,45037.38,166839.8,135918.4,131400.4,116726.6,85682.71,175343.4,180732.9,144302.6,118649.8,156375.8,165741.9,134059.6,169374.4,389.2141,176630,54715.46,148334.8,92230.96,108710.8,171956.3,-32203.77,-2285.749,68594.72,169985,118499.1,142946,20856.52,79764.88,87278.56,7414.898,86330.51,24780.54,33778.09,37750.62,232588.1,92028.17,199198.7,113449.1,162966.1,166038.8,145100.6
32.25,136888.8,129613.8,89144.34,141858.6,104898.1,79061.17,126278.1,-20131.85,217275.2,35661.27,196689.1,142900,149213.6,109340.8,82215.66,190698.9,191233.2,148888.7,123022.8,162824.4,174726.5,156975.9,177779.3,32893.73,168954.4,39370.16,147028.5,78605.09,95115.41,181560.6,-41487.27,3671.686,46429.29,183373.4,98301.08,154456.1,126.9659,90471.9,76698.21,-1231.668,95419.54,48523.68,53092.92,24798.63,267499.9,93648.54,196528.3,123969.1,195506.6,158372,127518.4
32.3,126716,118443.2,89863.69,167561.6,100978.6,75000.1,129809.7,-10558.28,235305.2,37484,227338.7,137451.7,105866.8,136512.5,79247.59,191969.9,181579,171226.5,110099.6,146502.4,193149.8,200828.7,190450.9,19825.59,148545.6,51770.13,154958.7,85995.86,98034.66,178526.2,-42314.97,22549.02,67391.05,169004.3,72922.67,164952.5,15449.79,113176.9,69890.46,4963.757,106010.3,20260.49,41568.99,1729.168,267579.7,97753.83,200127.3,123281.1,203425.7,158802.8,132215
32.35,92644.7,90966.23,77234.37,125604.7,88726.8,87366.73,106359.3,-11490,219264.5,41718.87,198574.6,112592.3,120936.7,107414.8,71273.34,193396.4,160687.2,166374.6,104302.4,142322,177717.3,179925.1,179271,-173.7199,157235.6,36751.89,138841,73127.75,96789.23,164111.8,-42189.19,12503.18,63023.24,174510.6,84695.06,145099.7,898.2481,84160.04,68735.4,-20151.34,80760.45,-8619.595,52591.51,12280.02,242712.7,95390.91,169591.9,117700,161067.6,145787.4,125643.5
32.4,75214.91,81060.57,60860.34,139763.9,74754.41,97406.98,106425.6,13708.12,209710.9,41898.17,179176.7,105017.9,134573.5,103029.7,65171.06,168164.1,131201.7,144735.6,79849.35,128729.1,171670.2,159866.3,165550.4,19635.89,126108,25109.54,141623.3,73039.5,84934.38,168186.9,-32333.57,6050.455,53413.34,135966.9,66609.35,154307.5,19390.12,76201.45,76559.46,-10122.68,72164.9,6538.457,33287.12,15087.12,219483.8,91762.3,165482.8,103924.5,161744.2,129606.4,121627.6
32.45,91633.09,82301.29,44220.37,145407,68170.23,113890.6,101558.1,33276.14,183185.1,39798.97,169461.5,104359.2,115238.6,106488.3,70349.09,155389.4,122679.5,125118.2,79144.24,131938.6,147500.2,147660.3,143517.7,26650.54,144982.3,5152.587,123542.9,67351.83,93905.9,143713.1,-22250.82,3416.458,59903.52,119561.4,88258.23,117494.2,-4819.909,84391.68,51280.23,-9560.437,63370.71,5105.332,49264.16,20409.45,204370,107102.3,185841,72515.23,150780.3,107462.9,114491.9
32.5,93305.88,56624.65,51586.79,128154.2,70993.1,77433.71,78151.01,572.9543,194980.4,13753.56,148565.2,95272.88,108456,64949.6,42230.75,137020.8,126925.2,119670.5,67816.49,94469.41,152031.3,130652.3,140374.9,22702.33,140940.5,-4579.192,117262.4,68304.93,79403.31,141785.2,-37566.5,-28553.01,37134.5,110888.1,87368.03,115717.7,-23275.48,84862.94,60305.47,-15015.17,89025.2,4600.054,52720.21,14601.6,203279.9,95561.93,151243.3,77082.41,140589.5,93297.49,117385.2
32.55,110605.6,44990.27,37801.59,100157.7,74191.09,83418.46,94837.26,11575.97,175092,26387.58,160431.3,74952.02,73144.52,82828.74,36432.95,116399.1,123608.3,150567.4,60548.11,119908.4,144630.5,99821.4,144472.8,18822.53,131527.4,5278.49,136260,55245.45,77711.26,110422.7,-31658.18,-16227.49,40488.52,93854.56,71990.83,88620.21,18303.87,77074.45,42111.64,7012.175,60129.2,14490.34,52190.86,-11350,196007,88684.7,103747,75723.45,145573.2,113790.9,65710.44
32.6,121467.7,52699.14,56813.86,111646,98316.29,82692.84,89657.7,12862.72,182695.9,57011.38,172109.7,80623.82,105791.5,77338.29,48850.04,139629.7,110833.5,156951.6,40605.15,91026.84,142698.4,97596.16,164258.2,27485.08,158323.6,4727.279,128278.4,51073.88,84693.92,132460.2,-5581.996,3101.659,-2043.176,104655.8,77321.9,109193.1,6200.499,93750.62,59690,6199.673,82475.34,6950.317,60499.18,-3739.168,202119,90616.16,107148.4,78038.06,153183.4,139131.3,69569.36
32.65,132731.3,57872.39,65889.21,106578.5,102700.5,101507.6,96550.11,29123.46,185663.7,20369.63,166621.2,81473.44,95585.82,105404.1,85470.41,128845.4,137754.5,162609.7,93055.46,116368.2,149282.7,115398.7,168696.4,23979.43,154726.3,13704.31,144595.7,80378.37,115450.5,143428.5,18164.75,-15481.91,39952.11,113648.4,65262.86,123267.1,10368,97685.72,59810.35,4834.842,70050.09,21363.44,63432.83,5089.388,205460.9,109562.9,121555.1,89672.49,185345.3,129266.5,118771.8
32.7,115890.1,68651.91,35939.84,107461.1,113930.9,84678.83,129935.1,7085.263,176937.3,29789.03,154328.2,86057.89,92047.25,84270.52,77655.71,125332.9,139591.6,143997.5,84081.45,131181.4,154251.9,101673.2,161366.8,20764.97,144478,19115.96,135569.8,79316.7,101521.4,130025.9,-12758.02,1453.457,28796.89,108170.2,59877.04,93918.58,18196.49,85559.33,27165.36,31539.34,74480.99,28633.95,69268.34,-12247.46,219947.4,88280.2,137366.2,80904.27,161154.2,123710.9,108837
32.75,123911.5,65860.45,60339.34,147286.4,125553.5,93548.67,116538.8,7579.634,163470.9,28994.48,160089.2,91925.62,95775,92899.58,113729.8,148421.4,149525.6,123562.1,102067.7,130600.9,162461.8,104167.4,142614.8,33408.61,146295.6,36360.32,178641.7,71974.27,111488.1,149820.1,5498.035,7379.206,54101.68,114677.1,62649.35,106490.3,6908.172,108263.4,50189.73,16785.92,83603.84,34503.59,54494.31,12610.42,214648.8,71170.18,143415.6,79941.18,170343.3,138765.4,121583.5
